category,subcategory,level,answer,pred,response
Pragmatics,Discourse Principles,2,D,I,"문제에서 '을'이 의도적으로 근거가 없거나 거짓이 명백한 정보를 제공하는 발화가 아닌 예를 찾아야 한다. 각 옵션을 분석하면,  
- **A, B, E, F, G, H**: '을'이 명백히 거짓이나 근거 없는 주장을 하거나 과장한 발언을 한다 (예: 이탈리아에서도 못 먹을 것, 간첩 주장 등).  
- **C, D, J**: 일반화나 주관적 표현이 있지만 완전히 거짓이 명백한 것은 아니다. 그러나 **C**는 ""훌륭한 사람들은 모두 책을 많이 읽었다""는 주장이 통상적인 통념이지만 사실적 근거가 없고 일반화로 보이기 때문에 의도적 거짓 가능성이 있다.  
- **I**: '그렇게 하면 밥 먹다가 하루가 다 가잖아'는 반대 의견으로, 실제 시간 소요에 대한 합리적인 반론이며 근거가 없거나 거짓이 명백한 것은 아니다.  

따라서 **I**가 의도적으로 거짓 정보가 아닌 유일한 예이다.

### ANSWER
I"
Pragmatics,Social Relationship Marking,2,G,G,"문제에서 사제 관계(선생님과 학생의 관계)를 가장 적절히 보여주는 대화를 찾아야 한다. 사제 관계는 선생님이 학생에게 지시하거나 상담하는 등 권위와 지도적 관계가 명확히 드러나는 경우가 적절하다.  

- **옵션 G**: 갑이 ""곧 상담 주간이니까 부모님 모시고 와라""라고 말하면 이는 선생님이 학생에게 학교 행사 관련 지시를 하는 전형적인 사제 관계의 표현이다. 을이 ""엄마 바쁜데요""로 답하는 것은 학생의 반응으로, 권위와 지시 관계가 명확하다.  
- 다른 옵션들은 사제 관계가 명확하지 않다. 예를 들어, E는 선생님을 향한 예의 행동이 있지만 상호작용이 일반적이며 지시적 관계가 약하고, H는 선생님 역할을 의심하는 대화로 사제 관계가 불명확하다.  

G가 가장 명확하고 전형적인 사제 관계를 보여준다.  

### ANSWER  
G"
Pragmatics,Speech Acts,2,C,C,"### 추리:  
문제는 화자가 청자에게 모르거나 의심가는 점을 묻는 발화의 예를 찾는 것입니다. 각 옵션을 분석하면, **C** 옵션(""그 잘나신 선생은 그래서 어디 있소?"")은 화자가 선생님의 위치를 모르기 때문에 청자에게 물어보는 직접적인 질문입니다. 다른 옵션들은 수사적 질문, 불만 표현, 또는 권유로 구성되어 화자의 모르는 점을 묻는 형태가 아닙니다.  

### ANSWER  
C"
Pragmatics,Speech Acts,2,A,E,"### 분석  
문제는 청자에게 무엇인가를 하거나 하지 않도록 명령/요청하는 발화의 예로 알맞지 않은 것을 찾는 것입니다. 각 옵션을 검토하면, A, B, C, D, F, G, H, I, J는 모두 직간접적으로 청자에게 행동을 요청하거나 금지하는 구조입니다. 예를 들어 B는 ""대신 해 주면 안될까?""로 청자에게 대신 해달라는 요청이며, J는 ""다리 떨면 복 나간다""로 다리 떨지 말라는 간접적 명령입니다. 그러나 **E(""선생이 공연히 건드리지 않아도 그냥 두면 알아서 잘 할 거야"")**는 단순히 상황을 설명하는 예측적 문장으로, 청자에게 특정 행동을 요청하거나 금지하지 않습니다. 이는 명령/요청의 형태가 아니므로 예외입니다.  

### ANSWER  
E"
Syntax,Embedded Clauses,2,G,,[EMPTY_RESPONSE]
Syntax,Embedded Clauses,2,H,,[EMPTY_RESPONSE]
Syntax,Embedded Clauses,2,E,,[EMPTY_RESPONSE]
Syntax,Embedded Clauses,2,G,A,"### 추론
문제는 ‘서술어’가 안긴 문장(서술어가 생략된 문장)을 찾는 것입니다. 서술어는 문장의 핵심 동사나 형용사로, 문장의 주요 동작이나 상태를 나타냅니다. 안긴 문장은 서술어가 생략되어 문장이 불완전한 경우를 의미합니다. 각 옵션을 분석해 보겠습니다:

- **A, B, C, D, E, F, G, I, J**: 모두 명"
Syntax,Embedded Clauses,2,E,,[EMPTY_RESPONSE]
Pragmatics,Speech Acts,2,J,F,"문제에서 화자가 사실이나 자신의 주장을 진술하고 있는 예를 찾아야 한다.  
- A, B, C, D, G, H는 요청이나 제안으로, 사실이나 주장의 진술이 아니다.  
- E와 J는 질문 형태이다.  
- I는 ""여쭙고 싶습니다""로 의도 표현이며, 주장보다는 질문 전의 예비 표현이다.  
- **F(""다음에는 꼭 보여 드리겠습니다"")**는 화자가 미래에 반드시 보여줄 것임을 확고히 진술하는 형태로, 자신의 주장을 명확히 밝히는 예다.  

### ANSWER
F"
Pragmatics,Speech Acts,2,E,B,"### 분석  
문제는 **발화 의도와 문장 형식(종결 표현 등)이 일치하지 않아 간접적으로 의도를 드러내는 예**를 찾는 것입니다. 즉, 문장의 구조나 종결 표현이 실제 의도와 맞지 않아 **간접적**으로 의도를 나타내는 경우를 찾아야 합니다.  

- **A, C, D, G, H, I**: 이들은 의도와 문장 형식이 일치합니다(명령, 질문, 진술 등 직접적 표현).  
- **E, F, J**: 명령이나 요청을 직접적으로 표현한 문장으로, 형식과 의도가 일치합니다.  
- **B**: *""저 알아보시겠어요?""*는 친척에게 물어보는 형식이지만, **실제 의도는 ""저를 인정해야 한다""는 주장**입니다. 질문 형식으로 **간접적으로** ""당신은 저를 알아야 할 것 같다""는 의도를 전달합니다. 이는 **문장 형식(질문)과 의도(주장)가 일치하지 않아 간접적 의도를 드러냄**.  

### ANSWER  
B"
Pragmatics,Speech Acts,2,B,,[EMPTY_RESPONSE]
Syntax,Embedded Clauses,2,B,B,"### 분석:  
주어 역할의 명사절을 안은 문장을 찾아야 합니다. 명사절은 동사나 형용사에서 '-는 것' 등으로 명사화된 구조로 주어를 구성할 때 나타납니다.  

- **B 옵션**: ""갑자기 마감 기한이 연장되는 것은 부당하다""에서 ""마감 기한이 연장되는 것""이 주어로 작용합니다. 여기서 ""마감 기한이 연장되는""은 명사절로 nominal화되어 주어를 형성했습니다.  
- 다른 옵션들은 주어가 단순 명사구나 수식어 포함 명사구로, 명사절로 구성되지 않았습니다 (예: A, C, D, E 등).  

### ANSWER  
B"
Syntax,Embedded Clauses,2,B,,[EMPTY_RESPONSE]
Syntax,Embedded Clauses,2,H,F,"문제에서 ""안긴 문장""이란 안을 부정어로 사용한 구조를 의미할 가능성이 높다. 옵션 중 **F: 부장님은 현재 자리에 안 계십니다.** 에서 ""안""이 동사 ""계십니다"" 앞에 부정어로 사용되어 안긴 구조가 명확히 나타난다. 다른 옵션에서는 ""안""이 명사구(예: 안에서)로 사용되거나 전혀 등장하지 않으므로 F가 유일한 정답이다.

### ANSWER
F"
Syntax,Argument Structure & Valency,2,E,,[EMPTY_RESPONSE]
Pragmatics,Speech Acts,2,J,H,"### 분석
문제는 발화의 의도를 진술, 청유, 감정 표현, 약속, 질문, 명령으로 분류할 때 예문과 의도가 정답으로 연결된 것을 찾는 문제입니다. 각 선택지를 하나씩 검토해 보겠습니다.

- **A**: ""난방을 꺼주실 수 있을까요?""는 질문의 형태이지만, 실제 의도는 **청유**(누군가에게 부탁함)입니다. 질문으로 분류는 틀림.
- **B**: ""노력해서 안될 일이 어디 있어?""는 수사적 질문으로, 실제 의도는 **진술**(노력하면 다 가능하다는 말)입니다. 질문으로 분류는 틀림.
- **C**: ""오늘 저녁은 저희가 살게요""는 **약속**(자기들이 할 거라는 약속)입니다. 청유로 분류는 틀림.
- **D**: ""주말에 바쁘지 않으시면 식사 한 번 같이 했으면 해요""는 **청유**(함께 식사할 것을 부탁함)입니다. 감정 표현으로 분류는 틀림.
- **E**: ""오늘은 낮부터 강한 비가 내리는 곳이 많겠습니다""는 **진술**(정보 제공)입니다. 약속으로 분류는 틀림.
- **F**: ""남의 걸 훔치면 돼, 안 돼?""는 질문의 형태이지만, 실제 의도는 **진술**(도덕적 판단을 묻는 형태의 진술)일 수 있습니다. 그러나 문법적으로는 질문이므로 부분적으로 맞지만, 의도와는 상당히 어긋납니다.
- **G**: ""내 정신 좀 봐""는 **명령**(누군가에게 명령함)입니다. 명령으로 분류는 맞지만, 이 문장은 다소 비정상적 표현으로 의도 파악이 어렵습니다.
- **H**: ""민지 네가 한 번만 봐 주렴""은 **""주렴""**이라는 형태로 **청유**(부탁함) 의도입니다. 정확히 청유로 분류되어 정답입니다.
- **I**: ""넌 자꾸 그렇게 말 안 듣고 매를 벌어라""는 **""벌어라""**로 **명령** 의도입니다. 청유로 분류는 틀림.
- **J**: ""난 엄마한테 죽었다""는 강한 **감정 표현**(상처받음, 분노 등을 표현)입니다. 감정 표현으로 분류는 맞지만, H보다 더 명확한 정답은 H입니다.

**정리**: 가장 명확히 의도가 정답으로 연결된 것은 **H**입니다. ""주렴""은 한국어에서 명확히 청유를 나타내는 형태이며, 예문과 의도가 일치합니다. 다른 선택지는 모두 잘못 매칭되었습니다.

### ANSWER
H"
Pragmatics,Speech Acts,2,I,I,"### 분석  
문제에서 주어진 예 '내일도 늦으면 그때는 벌점을 주겠어.'는 조건적 상황에서 스스로의 행동(벌점 주기)을 약속하는 형태로, **약속**의 의도에 해당합니다. 이에 동일한 의도(약속)를 가진 선택지를 찾아야 합니다. 선택지 중 **I: 내달 중으로 보고드리겠습니다.**도 스스로의 미래 행동(보고)을 약속하는 구조로, 정확히 **약속** 의도입니다. 다른 선택지는 진술, 청유, 감정 표현 등 다른 범주에 속합니다.  

### ANSWER  
I"
Syntax,Argument Structure & Valency,2,G,,[EMPTY_RESPONSE]
Pragmatics,Implicature,2,J,D,"### 추론:  
‘죄송합니다.’는 질문에 대답할 수 없음을 나타내므로, 을이 현재 시각을 알지 못한다는 의미로 해석된다. A는 의도적 거부를 의미하지만 자연스럽지 않다. C는 질문 이해 불가를 의미하지만 상황에 부합하지 않다. D가 가장 적절하다.  

### ANSWER  
D"
Pragmatics,Implicature,2,J,J,"### 분석  
문제는 ""기사님, 더 빨리 가주실 수 없나요?""에 대한 대답 중 **승낙/거절 여부가 다른 하나**를 찾는 것입니다. 대체로 승객이 속도 상승을 요청했을 때 기사는 보통 **거절**하며 이유를 설명합니다. 각 선택지를 살펴보면:  

- **A, D, H**: 교통 상황을 이유로 거절.  
- **B, E, F, G**: 시간 관리, 안전, 법규를 들어 거절.  
- **C**: 자신은 못 가서 다른 차를 타라고 하며 거절.  
- **I**: 현재 속도로도 기차에 늦지 않다고 안심시켜 **거절** (속도 상승 거부).  
- **J**: ""그럼 손잡이나 꽉 잡으쇼""는 **승낙**의 뜻으로, 속도를 올릴 준비를 유도함.  

따라서 **J**만이 승낙이며, 나머지는 모두 거절입니다.  

### ANSWER  
J"
Syntax,Argument Structure & Valency,2,B,H,"### 분석:  
필수적 부사어는 문장의 의미를 완전하게 하는 필수적인 부사어이다. 옵션들을 검토할 때, **H**의 `<뒤로>`는 동사 ""나가떨어졌다""의 방향을 필수적으로 나타내며, 이를 제거하면 ""나그네가 취해서 나가떨어졌다""는 문법적으로 불완전하거나 의미가 모호해진다. 다른 옵션들은 부사어가 생략해도 문장이 유효하게 유지된다.  

### ANSWER  
H"
Syntax,Argument Structure & Valency,2,H,H,"필수적 부사어는 문장의 의미를 완성하는 데 꼭 필요한 부사어이다. 옵션 H에서 ""모범생으로""는 ""통하다"" 동사와 함께 사용될 때 필수적이며, 이를 생략하면 ""학교에서 통한다""는 불완전한 문장이 된다. 다른 옵션들은 부사어가 생략해도 기본 의미가 유지되므로 선택적 부사어이다.  

### ANSWER
H"
Syntax,Argument Structure & Valency,2,H,H,"### 분석:  
문제는 꺽쇠 안의 단어가 목적어(동사에 의해서 영향을 받는 어휘)가 아닌 것을 찾는 것입니다. 각 옵션에서 꺽쇠 안의 단어를 문법적 역할로 분석해 보겠습니다.  

- A, B, C, D, E, F, G, I, J에서는 꺽쇠 안의 단어가 동사의 직접 목적어로 사용됩니다(예: 번역해주다, 파묻다, 획득하다 등).  
- H 옵션에서 ""<너만>""은 ""오면""의 부사적 표현으로, ""너만 오면""은 ""오직 너만이 오는 경우""를 의미하며, 동사 ""오다""의 목적어가 아니라 주어 또는 부사적 기능입니다.  

따라서 H가 유일하게 목적어가 아닙니다.  

### ANSWER  
H"
Syntax,Argument Structure & Valency,2,D,D,"### 분석  
문제는 꺽쇠 안의 단어가 **목적어가 아닌** 것을 찾는 것이다. 목적어는 동사의 직접적인 목적을 나타내는 단어이다.  

- **D 옵션**: ""나만큼 비참한 **<사람도>** 세상에 있기는 할까?"" 여기서 ""사람도""는 ""있다""의 **주어**이다. ""비참한""이 ""사람도""를 수식하며, ""세상에 있다""의 주체로 작용한다. 따라서 목적어가 아니다.  
- 다른 옵션들은 모두 꺽쇠 안의 단어가 동사의 직접 목적어로 사용된다.  

### ANSWER  
D"
Syntax,Argument Structure & Valency,2,G,G,"### 분석  
문제는 꺽쇠 안의 단어가 **목적어가 아닌** 것을 찾는 문제이다. 목적어는 동사의 행위를 직접 받는 어휘이다. 각 옵션에서 꺽쇠 단어를 분석하면:  

- **A~F, H~J**: 꺽쇠 단어는 동사의 직접 목적어로 사용됨 (예: 계단을 오르내리다, 선수를 교체하다 등).  
- **G**: ""<습관은>""는 **주어**로 사용됨 (은 조사로 주어를 표시함). 여기서 ""습관""은 행위를 하지 않고 행위의 주체로 작용하므로 **목적어가 아니다**.  

따라서 G가 정답이다.  

### ANSWER  
G"
Syntax,Agreement,2,A,F,"### 분석  
문제는 “‘-겠’, '-을 것’이 '의지' 혹은 '가능'의 의미로 쓰인 것이 아닌 것""을 찾는 것입니다. 각 선택지를 살펴보면:  

- **A, E, J**: '-겠'이 '가능' (추측/의문) 의미로 사용됨.  
- **B, C, D, G, I**: '-겠'이 '의지' (결심/의도) 의미로 사용됨.  
- **H**: '-을 것'이 '의지' 또는 '가능' (예측) 의미로 사용됨.  
- **F**: ""지금 특급 전철이 우리 역을 경유해 지나갈 것입니다""는 **일정된 사실**을陈述하는 문장입니다. 여기서 '-을 것'은 예측이 아닌 **확실한 일정**을 나타내기 때문에 '가능'의 의미도, '의지'의 의미도 아닙니다.  

따라서 **F**가 정답입니다.  

### ANSWER  
F"
